2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Loaded server configuration:
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Host: 0.0.0.0
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Port: 8100
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] SSL: Enabled
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Console: Enabled
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Debug Terminal: Disabled
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Ping Interval: 30s
2025-08-11 10:17:45,264 - __main__ - [INFO] [CONFIG] Ping Timeout: 40s
2025-08-11 10:17:45,265 - __main__ - [INFO] [CONFIG] Certificate: server/keys/certificate.crt
2025-08-11 10:17:45,265 - __main__ - [INFO] [CONFIG] Private Key: server/keys/keyfile2.key
2025-08-11 10:17:45,463 - __main__ - [INFO] Server RSA keys generated successfully
2025-08-11 10:17:45,463 - __main__ - [INFO] [SSL] Generating self-signed certificate...
2025-08-11 10:17:45,700 - __main__ - [INFO] [SSL] Generated certificate: server/keys/certificate.crt
2025-08-11 10:17:45,700 - __main__ - [INFO] [SSL] Generated private key: server/keys/keyfile2.key
2025-08-11 10:17:45,700 - __main__ - [INFO] 🖥️  Starting server with interactive console...
2025-08-11 10:17:45,700 - __main__ - [INFO] 📝 Type 'help' in the console for available commands
2025-08-11 10:17:45,700 - __main__ - [INFO] Starting secure chat server on 0.0.0.0:8100
2025-08-11 10:17:45,700 - __main__ - [INFO] [DEBUG] Starting secure chat server on 0.0.0.0:8100
2025-08-11 10:17:45,700 - __main__ - [INFO] 🖥️  Server Console Started
2025-08-11 10:17:45,700 - __main__ - [INFO] Type 'help' for available commands
2025-08-11 10:17:45,700 - __main__ - [INFO] --------------------------------------------------
2025-08-11 10:17:45,715 - __main__ - [INFO] [DEBUG] Database initialized
2025-08-11 10:17:45,717 - __main__ - [INFO] [SSL] SSL context created using server/keys/certificate.crt
2025-08-11 10:17:45,717 - __main__ - [INFO] [DEBUG] About to start websockets.serve
2025-08-11 10:17:45,717 - __main__ - [INFO] [SSL] Starting secure WebSocket server (wss://) on 0.0.0.0:8100
2025-08-11 10:17:45,717 - __main__ - [INFO] [DEBUG] websockets.serve started
2025-08-11 10:17:45,717 - __main__ - [INFO] [DEBUG] WebSocket built-in PING/PONG disabled - using custom protocol
2025-08-11 10:17:45,718 - __main__ - [INFO] Server started successfully on 0.0.0.0:8100
2025-08-11 10:18:13,750 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:14,751 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:15,752 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:16,753 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:17,754 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:18,755 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:19,756 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:20,757 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:21,758 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:22,759 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:23,760 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:24,761 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:25,762 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:26,763 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:27,764 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:28,765 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:29,766 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:30,767 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:31,768 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:32,769 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:33,770 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:34,771 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:35,772 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:36,773 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:37,774 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:38,775 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:39,776 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:40,777 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:41,778 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:42,779 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:43,780 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:44,781 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:45,782 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:46,783 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:47,784 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:48,785 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:49,786 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:50,787 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:51,788 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:52,789 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:53,790 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:54,791 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:55,792 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:56,793 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:57,794 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:58,795 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:18:59,796 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:00,797 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:01,798 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:02,799 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:03,800 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:04,802 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:05,803 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:06,804 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:07,805 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:08,806 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:09,807 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:10,809 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:11,810 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:12,811 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:13,812 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:14,813 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:15,814 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:16,815 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:17,816 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:18,817 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:19,818 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:20,820 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:21,821 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:22,822 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:23,823 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:24,824 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:25,825 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:26,826 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:27,827 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:28,828 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:29,830 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:30,831 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:31,832 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:32,833 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:33,834 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:34,835 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:35,838 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:36,839 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:37,840 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:38,841 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:39,842 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:40,843 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:41,844 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:42,845 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:43,846 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:44,054 - __main__ - [INFO] 👋 Server console stopped
2025-08-11 10:19:44,847 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:45,848 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:46,849 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:47,850 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:48,851 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:49,852 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:50,853 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:51,854 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:52,855 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:53,856 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:54,857 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:55,858 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:56,859 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:57,860 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:58,861 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:19:59,863 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:00,864 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:01,865 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:02,866 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:03,867 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:04,868 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:05,869 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:06,870 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:07,871 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:08,872 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:09,873 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:10,874 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:11,875 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:12,876 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:13,877 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:14,878 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:15,879 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:16,880 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:17,881 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:18,882 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:19,883 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:20,884 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:21,885 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:22,886 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:23,887 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:24,888 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:25,889 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:26,890 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:27,891 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:28,892 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:29,893 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:30,894 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:31,895 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:32,896 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:33,897 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:34,898 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:35,899 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:36,900 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:37,901 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:38,902 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:39,903 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:40,904 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:41,905 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:42,906 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:43,907 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:44,908 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:45,909 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:46,910 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:47,911 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:48,913 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:49,914 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:50,915 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:51,916 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:52,917 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:53,918 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:54,919 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:55,920 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:56,921 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:57,922 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:58,923 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:20:59,924 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:00,925 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:01,926 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:02,927 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:03,928 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:04,929 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:05,930 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:06,931 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:07,932 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:08,933 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:09,934 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:10,935 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:11,936 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:12,937 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
2025-08-11 10:21:13,938 - __main__ - [INFO] [DEBUG] No connected users, skipping ping check
